Transaction_ID,Product_ID,Plant_ID,Material_ID,Production_Date,Units_Produced,Material_KG,Machine_Hours,Material_Cost,Labor_Cost,Scrap_Rate
T0004556,P0001,PLANT-EAST,Bagasse,2025-04-15,15414,231.223,0.367,451.21,12.59,0.031
T0004557,P0049,PLANT-EAST,RPET,2025-04-15,7837,219.451,0.4125,699.46,14.15,0.052
T0004558,P0044,PLANT-SOUTH,RPET,2025-04-24,3996,149.961,0.2104,477.97,6.27,0.052
T0004559,P0002,PLANT-WEST,Molded Fiber,2025-04-24,3606,72.122,0.1387,149.2,5.4,0.048
T0004560,P0063,PLANT-CENTRAL,PLA Paper,2025-04-24,3582,39.411,0.0651,161.79,2.09,0.022
T0004561,P0018,PLANT-WEST,PLA Paper,2025-04-03,31750,349.256,0.5773,1433.73,22.47,0.022
T0004562,P0068,PLANT-SOUTH,PLA Paper,2025-04-03,31541,409.414,0.5735,1680.69,17.1,0.022
T0004563,P0019,PLANT-CENTRAL,RPET,2025-04-03,20079,562.215,1.0568,1791.95,33.88,0.052
T0004564,P0020,PLANT-SOUTH,PLA Paper,2025-04-03,33822,186.026,0.3523,763.66,10.51,0.017
T0004565,P0021,PLANT-EAST,Bagasse,2025-04-02,4380,77.54,0.1043,151.31,3.58,0.031
T0004566,P0050,PLANT-WEST,PLA Paper,2025-04-02,2645,14.553,0.0276,59.74,1.07,0.017
T0004567,P0065,PLANT-EAST,PLA Paper,2025-04-02,3150,17.328,0.0328,71.13,1.13,0.017
T0004568,P0051,PLANT-CENTRAL,Bagasse,2025-04-02,4632,81.997,0.1103,160.01,3.54,0.031
T0004569,P0062,PLANT-WEST,Molded Fiber,2025-04-17,32639,652.794,1.2554,1350.44,48.86,0.048
T0004570,P0071,PLANT-CENTRAL,Bagasse,2025-04-17,31973,642.661,0.7613,1254.09,24.41,0.031
T0004571,P0034,PLANT-WEST,RPET,2025-04-17,24410,683.489,1.2848,2178.49,50.0,0.052
T0004572,P0045,PLANT-EAST,PLA Paper,2025-04-17,27227,200.669,0.2836,823.77,9.73,0.017
T0004573,P0056,PLANT-SOUTH,Bagasse,2025-04-07,4350,87.453,0.1036,170.66,3.09,0.031
T0004574,P0045,PLANT-EAST,PLA Paper,2025-04-07,3373,24.862,0.0351,102.06,1.21,0.017
T0004575,P0013,PLANT-EAST,PLA Paper,2025-04-16,4488,66.164,0.0816,271.61,2.8,0.022
T0004576,P0025,PLANT-EAST,PLA Paper,2025-04-16,2891,18.764,0.0301,77.03,1.03,0.017
T0004577,P0061,PLANT-EAST,Bagasse,2025-04-16,2384,35.774,0.0568,69.81,1.95,0.031
T0004578,P0077,PLANT-EAST,Molded Fiber,2025-04-16,2252,45.042,0.0866,93.18,2.97,0.048
T0004579,P0022,PLANT-WEST,Molded Fiber,2025-04-14,9907,233.818,0.3811,483.7,14.83,0.048
T0004580,P0070,PLANT-WEST,PLA Paper,2025-04-14,6671,43.297,0.0695,177.74,2.7,0.017
T0004581,P0024,PLANT-SOUTH,RPET,2025-04-14,9832,324.858,0.5175,1035.42,15.43,0.052
T0004582,P0005,PLANT-EAST,PLA Paper,2025-04-24,26309,144.701,0.2741,594.01,9.4,0.017
T0004583,P0036,PLANT-SOUTH,Bagasse,2025-04-19,30547,540.699,0.7273,1055.12,21.69,0.031
T0004584,P0029,PLANT-EAST,RPET,2025-04-19,33590,1260.324,1.7679,4017.03,60.64,0.052
T0004585,P0077,PLANT-EAST,Molded Fiber,2025-04-10,21955,439.118,0.8445,908.4,28.96,0.048
T0004586,P0024,PLANT-SOUTH,RPET,2025-04-10,44257,1462.264,2.3293,4660.67,69.46,0.052
T0004587,P0022,PLANT-WEST,Molded Fiber,2025-04-10,36840,869.432,1.4169,1798.59,55.15,0.048
T0004588,P0055,PLANT-CENTRAL,PLA Paper,2025-04-09,36369,236.037,0.3788,968.95,12.15,0.017
T0004589,P0033,PLANT-EAST,PLA Paper,2025-04-09,23043,253.484,0.419,1040.58,14.37,0.022
T0004590,P0060,PLANT-SOUTH,PLA Paper,2025-04-09,39957,294.485,0.4162,1208.89,12.41,0.017
T0004591,P0075,PLANT-CENTRAL,PLA Paper,2025-04-07,11977,88.275,0.1248,362.38,4.0,0.017
T0004592,P0025,PLANT-EAST,PLA Paper,2025-04-07,12022,78.025,0.1252,320.3,4.3,0.017
T0004593,P0040,PLANT-SOUTH,PLA Paper,2025-04-07,8526,55.34,0.0888,227.18,2.65,0.017
T0004594,P0011,PLANT-CENTRAL,Bagasse,2025-04-23,14476,290.983,0.3447,567.82,11.05,0.031
T0004595,P0057,PLANT-EAST,Molded Fiber,2025-04-23,12320,330.186,0.4739,683.06,16.25,0.048
T0004596,P0052,PLANT-SOUTH,Molded Fiber,2025-04-23,9418,222.266,0.3622,459.8,10.8,0.048
T0004597,P0064,PLANT-SOUTH,RPET,2025-04-22,29144,816.046,1.5339,2600.98,45.74,0.052
T0004598,P0063,PLANT-CENTRAL,PLA Paper,2025-04-20,2722,29.952,0.0495,122.96,1.59,0.022
T0004599,P0026,PLANT-WEST,Bagasse,2025-04-20,4840,97.285,0.1152,189.84,4.49,0.031
T0004600,P0040,PLANT-SOUTH,PLA Paper,2025-04-20,4021,26.099,0.0419,107.14,1.25,0.017
T0004601,P0045,PLANT-EAST,PLA Paper,2025-04-19,40358,297.439,0.4204,1221.02,14.42,0.017
T0004602,P0004,PLANT-SOUTH,RPET,2025-04-19,44532,1246.916,2.3438,3974.29,69.89,0.052
T0004603,P0064,PLANT-SOUTH,RPET,2025-04-19,33786,946.034,1.7783,3015.29,53.03,0.052
T0004604,P0009,PLANT-EAST,RPET,2025-04-14,18209,601.656,0.9584,1917.66,32.87,0.052
T0004605,P0066,PLANT-WEST,Bagasse,2025-04-14,37046,655.722,0.8821,1279.58,34.33,0.031
T0004606,P0032,PLANT-SOUTH,Molded Fiber,2025-04-14,34316,686.324,1.3199,1419.8,39.36,0.048
T0004607,P0041,PLANT-EAST,Bagasse,2025-04-14,23425,470.846,0.5577,918.81,19.13,0.031
T0004608,P0026,PLANT-WEST,Bagasse,2025-04-05,8164,164.098,0.1944,320.22,7.57,0.031
T0004609,P0079,PLANT-CENTRAL,RPET,2025-04-23,29359,822.072,1.5452,2620.19,49.54,0.052
T0004610,P0025,PLANT-EAST,PLA Paper,2025-04-22,1688,10.96,0.0176,44.99,0.6,0.017
T0004611,P0078,PLANT-WEST,PLA Paper,2025-04-22,3994,43.944,0.0726,180.39,2.83,0.022
T0004612,P0055,PLANT-CENTRAL,PLA Paper,2025-04-22,3610,23.431,0.0376,96.19,1.21,0.017
T0004613,P0056,PLANT-SOUTH,Bagasse,2025-04-07,43668,877.741,1.0397,1712.82,31.0,0.031
T0004614,P0004,PLANT-SOUTH,RPET,2025-04-07,21284,595.975,1.1203,1899.55,33.41,0.052
T0004615,P0071,PLANT-CENTRAL,Bagasse,2025-04-07,33398,671.307,0.7952,1309.99,25.49,0.031
T0004616,P0061,PLANT-EAST,Bagasse,2025-04-07,40123,601.858,0.9553,1174.46,32.77,0.031
T0004617,P0047,PLANT-CENTRAL,Molded Fiber,2025-04-08,9723,194.475,0.374,402.31,11.99,0.048
T0004618,P0021,PLANT-EAST,Bagasse,2025-04-01,31660,560.39,0.7538,1093.55,25.86,0.031
T0004619,P0036,PLANT-SOUTH,Bagasse,2025-04-15,21136,374.111,0.5032,730.04,15.01,0.031
T0004620,P0042,PLANT-WEST,Molded Fiber,2025-04-15,29139,780.944,1.1208,1615.54,43.62,0.048
T0004621,P0001,PLANT-EAST,Bagasse,2025-04-27,32078,481.176,0.7638,938.97,26.2,0.031
T0004622,P0072,PLANT-SOUTH,Molded Fiber,2025-04-27,15160,406.307,0.5831,840.53,17.39,0.048
T0004623,P0077,PLANT-EAST,Molded Fiber,2025-04-27,19456,389.139,0.7483,805.01,25.67,0.048
T0004624,P0044,PLANT-SOUTH,RPET,2025-04-18,28078,1053.489,1.4778,3357.78,44.07,0.052
T0004625,P0018,PLANT-WEST,PLA Paper,2025-04-18,39554,435.096,0.7192,1786.11,27.99,0.022
T0004626,P0030,PLANT-WEST,PLA Paper,2025-04-17,2548,18.781,0.0265,77.1,1.03,0.017
T0004627,P0055,PLANT-CENTRAL,PLA Paper,2025-04-17,1717,11.145,0.0179,45.75,0.57,0.017
T0004628,P0068,PLANT-SOUTH,PLA Paper,2025-04-15,23503,305.07,0.4273,1252.34,12.74,0.022
T0004629,P0057,PLANT-EAST,Molded Fiber,2025-04-08,4530,121.416,0.1742,251.17,5.98,0.048
T0004630,P0073,PLANT-EAST,PLA Paper,2025-04-08,2895,42.683,0.0526,175.22,1.81,0.022
T0004631,P0047,PLANT-CENTRAL,Molded Fiber,2025-04-08,2039,40.798,0.0785,84.4,2.52,0.048
T0004632,P0041,PLANT-EAST,Bagasse,2025-04-18,29754,598.063,0.7084,1167.06,24.3,0.031
T0004633,P0051,PLANT-CENTRAL,Bagasse,2025-04-18,32834,581.177,0.7818,1134.11,25.06,0.031
T0004634,P0062,PLANT-WEST,Molded Fiber,2025-04-18,20030,400.609,0.7704,828.74,29.98,0.048
T0004635,P0011,PLANT-CENTRAL,Bagasse,2025-04-18,32082,644.859,0.7639,1258.38,24.49,0.031
T0004636,P0074,PLANT-WEST,RPET,2025-04-05,14007,525.557,0.7372,1675.11,28.69,0.052
T0004637,P0027,PLANT-CENTRAL,Molded Fiber,2025-04-24,6019,161.335,0.2315,333.75,7.42,0.048
T0004638,P0011,PLANT-CENTRAL,Bagasse,2025-04-24,14954,300.587,0.3561,586.57,11.42,0.031
T0004639,P0058,PLANT-WEST,PLA Paper,2025-04-24,13538,199.563,0.2462,819.22,9.58,0.022
T0004640,P0069,PLANT-EAST,RPET,2025-04-22,27369,904.278,1.4405,2882.21,49.41,0.052
T0004641,P0051,PLANT-CENTRAL,Bagasse,2025-04-22,15762,278.999,0.3753,544.44,12.03,0.031
T0004642,P0072,PLANT-SOUTH,Molded Fiber,2025-04-19,18676,500.529,0.7183,1035.45,21.42,0.048
T0004643,P0080,PLANT-SOUTH,PLA Paper,2025-04-20,39425,216.839,0.4107,890.14,12.25,0.017
T0004644,P0063,PLANT-CENTRAL,PLA Paper,2025-04-20,34870,383.572,0.634,1574.6,20.33,0.022
T0004645,P0004,PLANT-SOUTH,RPET,2025-04-20,16837,471.451,0.8862,1502.66,26.43,0.052
T0004646,P0080,PLANT-SOUTH,PLA Paper,2025-04-24,3972,21.849,0.0414,89.69,1.23,0.017
T0004647,P0064,PLANT-SOUTH,RPET,2025-04-24,3332,93.304,0.1754,297.39,5.23,0.052
T0004648,P0023,PLANT-CENTRAL,PLA Paper,2025-04-24,5293,68.709,0.0962,282.06,3.09,0.022
T0004649,P0049,PLANT-EAST,RPET,2025-04-24,4383,122.751,0.2307,391.24,7.91,0.052
T0004650,P0004,PLANT-SOUTH,RPET,2025-04-22,14362,402.16,0.7559,1281.81,22.54,0.052
T0004651,P0025,PLANT-EAST,PLA Paper,2025-04-03,27787,180.34,0.2895,740.31,9.93,0.017
T0004652,P0024,PLANT-SOUTH,RPET,2025-04-03,26663,880.962,1.4033,2807.89,41.85,0.052
T0004653,P0069,PLANT-EAST,RPET,2025-04-04,27068,894.345,1.4247,2850.55,48.87,0.052
T0004654,P0013,PLANT-EAST,PLA Paper,2025-04-24,7177,105.802,0.1305,434.33,4.48,0.022
T0004655,P0044,PLANT-SOUTH,RPET,2025-04-24,14062,527.615,0.7401,1681.67,22.07,0.052
T0004656,P0020,PLANT-SOUTH,PLA Paper,2025-04-24,6067,33.369,0.0632,136.98,1.88,0.017
T0004657,P0004,PLANT-SOUTH,RPET,2025-04-24,24353,681.895,1.2818,2173.4,38.22,0.052
T0004658,P0054,PLANT-WEST,RPET,2025-04-24,40641,1342.79,2.139,4279.88,83.25,0.052
T0004659,P0039,PLANT-CENTRAL,RPET,2025-04-24,42108,1391.27,2.2162,4434.39,71.05,0.052
T0004660,P0050,PLANT-WEST,PLA Paper,2025-04-25,41216,226.692,0.4293,930.59,16.71,0.017
T0004661,P0058,PLANT-WEST,PLA Paper,2025-04-25,16086,237.121,0.2925,973.41,11.38,0.022
T0004662,P0031,PLANT-CENTRAL,Bagasse,2025-04-25,37707,565.619,0.8978,1103.75,28.78,0.031
T0004663,P0048,PLANT-SOUTH,PLA Paper,2025-04-25,35016,385.18,0.6367,1581.2,18.99,0.022
T0004664,P0074,PLANT-WEST,RPET,2025-04-10,31144,1168.542,1.6392,3724.49,63.8,0.052
T0004665,P0012,PLANT-SOUTH,Molded Fiber,2025-04-10,20220,541.912,0.7777,1121.05,23.19,0.048
T0004666,P0068,PLANT-SOUTH,PLA Paper,2025-04-10,47388,615.103,0.8616,2525.06,25.69,0.022
T0004667,P0027,PLANT-CENTRAL,Molded Fiber,2025-04-10,14524,389.247,0.5586,805.24,17.91,0.048
T0004668,P0030,PLANT-WEST,PLA Paper,2025-04-13,5754,42.413,0.0599,174.11,2.33,0.017
T0004669,P0033,PLANT-EAST,PLA Paper,2025-04-13,10345,113.802,0.1881,467.17,6.45,0.022
T0004670,P0042,PLANT-WEST,Molded Fiber,2025-04-13,5508,147.625,0.2119,305.39,8.25,0.048
T0004671,P0075,PLANT-CENTRAL,PLA Paper,2025-04-13,7305,53.839,0.0761,221.02,2.44,0.017
T0004672,P0031,PLANT-CENTRAL,Bagasse,2025-04-09,27579,413.7,0.6567,807.29,21.05,0.031
T0004673,P0015,PLANT-CENTRAL,PLA Paper,2025-04-09,20707,152.611,0.2157,626.48,6.92,0.017
T0004674,P0065,PLANT-EAST,PLA Paper,2025-04-01,37622,206.924,0.3919,849.44,13.44,0.017
T0004675,P0070,PLANT-WEST,PLA Paper,2025-04-14,3912,25.392,0.0408,104.24,1.59,0.017
T0004676,P0062,PLANT-WEST,Molded Fiber,2025-04-14,4478,89.58,0.1723,185.31,6.7,0.048
T0004677,P0025,PLANT-EAST,PLA Paper,2025-04-14,4390,28.495,0.0457,116.98,1.57,0.017
T0004678,P0005,PLANT-EAST,PLA Paper,2025-04-19,2379,13.087,0.0248,53.72,0.85,0.017
T0004679,P0025,PLANT-EAST,PLA Paper,2025-04-19,4786,31.064,0.0499,127.52,1.71,0.017
T0004680,P0075,PLANT-CENTRAL,PLA Paper,2025-04-24,3420,25.206,0.0356,103.47,1.14,0.017
T0004681,P0007,PLANT-CENTRAL,Molded Fiber,2025-04-27,37293,880.116,1.4343,1820.7,45.99,0.048
T0004682,P0069,PLANT-EAST,RPET,2025-04-27,21704,717.121,1.1423,2285.68,39.18,0.052
T0004683,P0027,PLANT-CENTRAL,Molded Fiber,2025-04-27,40903,1096.21,1.5732,2267.73,50.44,0.048
T0004684,P0036,PLANT-SOUTH,Bagasse,2025-04-12,4501,79.677,0.1072,155.48,3.2,0.031
T0004685,P0003,PLANT-CENTRAL,PLA Paper,2025-04-12,2432,26.758,0.0442,109.84,1.42,0.022
T0004686,P0065,PLANT-EAST,PLA Paper,2025-04-13,12355,67.953,0.1287,278.95,4.41,0.017
T0004687,P0027,PLANT-CENTRAL,Molded Fiber,2025-04-13,12941,346.824,0.4977,717.47,15.96,0.048
T0004688,P0069,PLANT-EAST,RPET,2025-04-16,35964,1188.255,1.8928,3787.33,64.92,0.052
T0004689,P0046,PLANT-WEST,Bagasse,2025-04-16,31531,472.972,0.7507,922.96,29.22,0.031
T0004690,P0011,PLANT-CENTRAL,Bagasse,2025-04-16,5527,111.1,0.1316,216.8,4.22,0.031
T0004691,P0045,PLANT-EAST,PLA Paper,2025-04-16,6533,48.149,0.0681,197.66,2.33,0.017
T0004692,P0056,PLANT-SOUTH,Bagasse,2025-04-16,7377,148.292,0.1757,289.38,5.24,0.031
T0004693,P0005,PLANT-EAST,PLA Paper,2025-04-21,13959,76.776,0.1454,315.17,4.99,0.017
T0004694,P0057,PLANT-EAST,Molded Fiber,2025-04-21,16034,429.729,0.6167,888.98,21.15,0.048
T0004695,P0046,PLANT-WEST,Bagasse,2025-04-01,32512,487.693,0.7741,951.69,30.13,0.031
T0004696,P0068,PLANT-SOUTH,PLA Paper,2025-04-01,18538,240.634,0.3371,987.83,10.05,0.022
T0004697,P0062,PLANT-WEST,Molded Fiber,2025-04-01,30915,618.319,1.1891,1279.12,46.28,0.048
T0004698,P0079,PLANT-CENTRAL,RPET,2025-04-01,20637,577.84,1.0862,1841.75,34.82,0.052
T0004699,P0024,PLANT-SOUTH,RPET,2025-04-24,18137,599.251,0.9546,1909.99,28.47,0.052
T0004700,P0028,PLANT-SOUTH,PLA Paper,2025-04-24,25274,372.539,0.4595,1529.31,13.7,0.022
T0004701,P0043,PLANT-CENTRAL,PLA Paper,2025-04-27,4944,72.886,0.0899,299.2,2.88,0.022
T0004702,P0023,PLANT-CENTRAL,PLA Paper,2025-04-27,2657,34.494,0.0483,141.6,1.55,0.022
T0004703,P0077,PLANT-EAST,Molded Fiber,2025-04-16,14912,298.256,0.5736,617.0,19.67,0.048
T0004704,P0080,PLANT-SOUTH,PLA Paper,2025-04-16,42573,234.156,0.4435,961.23,13.22,0.017
T0004705,P0027,PLANT-CENTRAL,Molded Fiber,2025-04-16,19122,512.494,0.7355,1060.2,23.58,0.048
T0004706,P0041,PLANT-EAST,Bagasse,2025-04-01,7829,157.377,0.1864,307.11,6.39,0.031
T0004707,P0028,PLANT-SOUTH,PLA Paper,2025-04-01,9797,144.416,0.1781,592.84,5.31,0.022
T0004708,P0052,PLANT-SOUTH,Molded Fiber,2025-04-10,4509,106.423,0.1734,220.16,5.17,0.048
T0004709,P0066,PLANT-WEST,Bagasse,2025-04-10,14900,263.746,0.3548,514.67,13.81,0.031
T0004710,P0056,PLANT-SOUTH,Bagasse,2025-04-10,13255,266.444,0.3156,519.94,9.41,0.031
T0004711,P0032,PLANT-SOUTH,Molded Fiber,2025-04-07,36341,726.828,1.3977,1503.59,41.68,0.048
T0004712,P0035,PLANT-CENTRAL,PLA Paper,2025-04-22,18429,101.361,0.192,416.1,6.15,0.017
T0004713,P0021,PLANT-EAST,Bagasse,2025-04-22,41211,729.445,0.9812,1423.44,33.66,0.031
T0004714,P0054,PLANT-WEST,RPET,2025-04-22,27195,898.528,1.4313,2863.88,55.71,0.052
T0004715,P0024,PLANT-SOUTH,RPET,2025-04-22,22643,748.14,1.1918,2384.55,35.54,0.052
T0004716,P0056,PLANT-SOUTH,Bagasse,2025-04-19,17592,353.607,0.4189,690.03,12.49,0.031
T0004717,P0053,PLANT-EAST,PLA Paper,2025-04-19,43947,570.443,0.7991,2341.73,27.41,0.022
T0004718,P0067,PLANT-CENTRAL,Molded Fiber,2025-04-19,25990,613.377,0.9996,1268.89,32.05,0.048
T0004719,P0059,PLANT-CENTRAL,RPET,2025-04-10,2068,77.613,0.1089,247.37,3.49,0.052
T0004720,P0024,PLANT-SOUTH,RPET,2025-04-10,4814,159.066,0.2534,506.99,7.56,0.052
T0004721,P0053,PLANT-EAST,PLA Paper,2025-04-10,4464,57.945,0.0812,237.87,2.78,0.022
T0004722,P0040,PLANT-SOUTH,PLA Paper,2025-04-06,10724,69.601,0.1117,285.72,3.33,0.017
T0004723,P0023,PLANT-CENTRAL,PLA Paper,2025-04-06,9838,127.703,0.1789,524.23,5.73,0.022
T0004724,P0012,PLANT-SOUTH,Molded Fiber,2025-04-06,9185,246.183,0.3533,509.28,10.54,0.048
T0004725,P0051,PLANT-CENTRAL,Bagasse,2025-04-25,35878,635.045,0.8542,1239.23,27.39,0.031
T0004726,P0063,PLANT-CENTRAL,PLA Paper,2025-04-25,40108,441.192,0.7292,1811.14,23.38,0.022
T0004727,P0050,PLANT-WEST,PLA Paper,2025-04-16,19579,107.689,0.204,442.08,7.94,0.017
T0004728,P0076,PLANT-SOUTH,Bagasse,2025-04-18,24327,364.907,0.5792,712.08,17.27,0.031
T0004729,P0009,PLANT-EAST,RPET,2025-04-18,24888,822.306,1.3099,2620.93,44.93,0.052
T0004730,P0031,PLANT-CENTRAL,Bagasse,2025-04-18,21575,323.638,0.5137,631.55,16.47,0.031
T0004731,P0049,PLANT-EAST,RPET,2025-04-18,21936,614.228,1.1546,1957.73,39.6,0.052
T0004732,P0078,PLANT-WEST,PLA Paper,2025-04-10,2918,32.1,0.0531,131.77,2.07,0.022
T0004733,P0037,PLANT-EAST,Molded Fiber,2025-04-10,2277,53.745,0.0876,111.18,3.0,0.048
T0004734,P0024,PLANT-SOUTH,RPET,2025-04-23,23668,782.016,1.2457,2492.52,37.15,0.052
T0004735,P0044,PLANT-SOUTH,RPET,2025-04-23,33379,1252.408,1.7568,3991.8,52.39,0.052
T0004736,P0002,PLANT-WEST,Molded Fiber,2025-04-23,31228,624.58,1.2011,1292.07,46.75,0.048
T0004737,P0059,PLANT-CENTRAL,RPET,2025-04-23,24445,917.182,1.2866,2923.33,41.25,0.052
T0004738,P0057,PLANT-EAST,Molded Fiber,2025-04-19,6744,180.759,0.2594,373.94,8.9,0.048
T0004739,P0023,PLANT-CENTRAL,PLA Paper,2025-04-06,39604,514.064,0.7201,2110.28,23.09,0.022
T0004740,P0052,PLANT-SOUTH,Molded Fiber,2025-04-27,2331,55.034,0.0897,113.85,2.67,0.048
T0004741,P0015,PLANT-CENTRAL,PLA Paper,2025-04-27,3507,25.851,0.0365,106.12,1.17,0.017
T0004742,P0069,PLANT-EAST,RPET,2025-04-04,9364,309.419,0.4929,986.21,16.91,0.052
T0004743,P0027,PLANT-CENTRAL,Molded Fiber,2025-04-12,30897,828.041,1.1883,1712.97,38.1,0.048
T0004744,P0014,PLANT-WEST,RPET,2025-04-12,23296,874.081,1.2261,2785.96,47.72,0.052
T0004745,P0018,PLANT-WEST,PLA Paper,2025-04-12,18068,198.754,0.3285,815.9,12.79,0.022
T0004746,P0001,PLANT-EAST,Bagasse,2025-04-12,40336,605.046,0.9604,1180.69,32.94,0.031
T0004747,P0041,PLANT-EAST,Bagasse,2025-04-15,26423,531.105,0.6291,1036.4,21.58,0.031
T0004748,P0007,PLANT-CENTRAL,Molded Fiber,2025-04-15,34180,806.664,1.3146,1668.75,42.15,0.048
T0004749,P0007,PLANT-CENTRAL,Molded Fiber,2025-04-01,6306,148.839,0.2426,307.9,7.78,0.048
T0004750,P0008,PLANT-SOUTH,PLA Paper,2025-04-01,7846,101.849,0.1427,418.1,4.25,0.022
T0004751,P0068,PLANT-SOUTH,PLA Paper,2025-04-01,11957,155.203,0.2174,637.12,6.48,0.022
T0004752,P0077,PLANT-EAST,Molded Fiber,2025-04-01,11235,224.706,0.4321,464.85,14.82,0.048
T0004753,P0050,PLANT-WEST,PLA Paper,2025-04-20,25456,140.012,0.2652,574.76,10.32,0.017
T0004754,P0010,PLANT-WEST,PLA Paper,2025-04-20,32840,213.133,0.3421,874.93,13.31,0.017
T0004755,P0053,PLANT-EAST,PLA Paper,2025-04-20,37842,491.196,0.688,2016.41,23.6,0.022
T0004756,P0080,PLANT-SOUTH,PLA Paper,2025-04-13,38822,213.526,0.4044,876.55,12.06,0.017
T0004757,P0074,PLANT-WEST,RPET,2025-04-13,31921,1197.711,1.6801,3817.46,65.39,0.052
T0004758,P0067,PLANT-CENTRAL,Molded Fiber,2025-04-13,18293,431.716,0.7036,893.09,22.56,0.048
T0004759,P0009,PLANT-EAST,RPET,2025-04-13,40684,1344.219,2.1413,4284.43,73.45,0.052
T0004760,P0024,PLANT-SOUTH,RPET,2025-04-02,9913,327.542,0.5218,1043.97,15.56,0.052
T0004761,P0035,PLANT-CENTRAL,PLA Paper,2025-04-02,8152,44.839,0.0849,184.07,2.72,0.017
T0004762,P0064,PLANT-SOUTH,RPET,2025-04-02,15455,432.759,0.8135,1379.33,24.26,0.052
T0004763,P0034,PLANT-WEST,RPET,2025-04-02,10483,293.527,0.5517,935.56,21.47,0.052
T0004764,P0024,PLANT-SOUTH,RPET,2025-04-07,4639,153.281,0.2442,488.55,7.28,0.052
T0004765,P0057,PLANT-EAST,Molded Fiber,2025-04-07,4293,115.054,0.1651,238.01,5.66,0.048
T0004766,P0046,PLANT-WEST,Bagasse,2025-04-07,2339,35.093,0.0557,68.48,2.17,0.031
T0004767,P0022,PLANT-WEST,Molded Fiber,2025-04-18,4695,110.811,0.1806,229.23,7.03,0.048
T0004768,P0080,PLANT-SOUTH,PLA Paper,2025-04-18,3297,18.134,0.0343,74.44,1.02,0.017
T0004769,P0024,PLANT-SOUTH,RPET,2025-04-18,2373,78.418,0.1249,249.94,3.73,0.052
T0004770,P0005,PLANT-EAST,PLA Paper,2025-04-18,3565,19.611,0.0371,80.5,1.27,0.017
T0004771,P0002,PLANT-WEST,Molded Fiber,2025-04-11,11732,234.643,0.4512,485.41,17.56,0.048
T0004772,P0061,PLANT-EAST,Bagasse,2025-04-03,15065,225.975,0.3587,440.97,12.3,0.031
T0004773,P0051,PLANT-CENTRAL,Bagasse,2025-04-03,24045,425.604,0.5725,830.52,18.35,0.031
T0004774,P0010,PLANT-WEST,PLA Paper,2025-04-03,23103,149.943,0.2407,615.53,9.37,0.017
T0004775,P0060,PLANT-SOUTH,PLA Paper,2025-04-07,35269,259.937,0.3674,1067.07,10.96,0.017
T0004776,P0049,PLANT-EAST,RPET,2025-04-07,34693,971.405,1.8259,3096.16,62.63,0.052
T0004777,P0078,PLANT-WEST,PLA Paper,2025-04-07,16849,185.347,0.3064,760.87,11.92,0.022
T0004778,P0075,PLANT-CENTRAL,PLA Paper,2025-04-14,43745,322.406,0.4557,1323.51,14.61,0.017
T0004779,P0028,PLANT-SOUTH,PLA Paper,2025-04-14,21729,320.286,0.3951,1314.81,11.78,0.022
T0004780,P0017,PLANT-EAST,Molded Fiber,2025-04-14,22570,451.408,0.8681,933.83,29.78,0.048
T0004781,P0001,PLANT-EAST,Bagasse,2025-04-19,5263,78.947,0.1253,154.06,4.3,0.031
T0004782,P0006,PLANT-WEST,Bagasse,2025-04-23,3750,66.38,0.0893,129.53,3.48,0.031
T0004783,P0002,PLANT-WEST,Molded Fiber,2025-04-23,3530,70.609,0.1358,146.07,5.28,0.048
T0004784,P0070,PLANT-WEST,PLA Paper,2025-04-23,3791,24.607,0.0395,101.01,1.54,0.017
T0004785,P0011,PLANT-CENTRAL,Bagasse,2025-04-03,36410,731.856,0.8669,1428.14,27.79,0.031
T0004786,P0029,PLANT-EAST,RPET,2025-04-04,25834,969.306,1.3597,3089.47,46.64,0.052
T0004787,P0010,PLANT-WEST,PLA Paper,2025-04-15,34108,221.366,0.3553,908.73,13.83,0.017
T0004788,P0004,PLANT-SOUTH,RPET,2025-04-15,41768,1169.532,2.1984,3727.65,65.56,0.052
T0004789,P0080,PLANT-SOUTH,PLA Paper,2025-04-19,35605,195.829,0.3709,803.9,11.06,0.017
T0004790,P0057,PLANT-EAST,Molded Fiber,2025-04-02,32785,878.657,1.261,1817.68,43.25,0.048
T0004791,P0060,PLANT-SOUTH,PLA Paper,2025-04-25,3990,29.413,0.0416,120.74,1.24,0.017
T0004792,P0018,PLANT-WEST,PLA Paper,2025-04-25,5123,56.361,0.0932,231.37,3.63,0.022
T0004793,P0040,PLANT-SOUTH,PLA Paper,2025-04-25,4746,30.806,0.0494,126.46,1.47,0.017
T0004794,P0052,PLANT-SOUTH,Molded Fiber,2025-04-25,2038,48.117,0.0784,99.54,2.34,0.048
T0004795,P0078,PLANT-WEST,PLA Paper,2025-04-28,37362,410.993,0.6793,1687.17,26.44,0.022
T0004796,P0027,PLANT-CENTRAL,Molded Fiber,2025-04-28,31290,838.598,1.2035,1734.81,38.58,0.048
T0004797,P0002,PLANT-WEST,Molded Fiber,2025-04-28,35185,703.718,1.3533,1455.78,52.67,0.048
T0004798,P0043,PLANT-CENTRAL,PLA Paper,2025-04-15,16557,244.054,0.301,1001.87,9.65,0.022
T0004799,P0042,PLANT-WEST,Molded Fiber,2025-04-14,3935,105.483,0.1514,218.21,5.89,0.048
