Transaction_ID,Order_ID,Invoice_ID,Invoice_Line_ID,Transaction_Date,Posting_Date,Customer_ID,Product_ID,Sales_Org,Business_Unit,Region_ID,Currency_Code,Quantity_Sold,Gross_Sales_Amount,Discount_Amount,Net_Sales_Amount,Returns_Amount,Rebate_Amount,Freight_Revenue,Tax_Amount,COGS_Amount
T0000765,O0000255,INV0000383,IL0000765,2025-12-23,2025-12-23,C00388,P0101,SO03,BU1,R02,USD,157,249.52,7.06,243.12,5.21,2.68,8.55,2.23,147.28
T0000766,O0000256,INV0000383,IL0000766,2026-08-18,2026-08-18,C00444,P0014,SO05,BU2,R02,USD,947,1825.72,105.37,1713.23,24.2,48.44,65.52,96.46,983.58
T0000767,O0000256,INV0000384,IL0000767,2025-07-20,2025-07-20,C00377,P0003,SO02,BU4,R01,USD,1188,537.21,42.2,491.17,13.83,11.13,21.12,5.78,360.06
T0000768,O0000256,INV0000384,IL0000768,2025-02-27,2025-02-27,C00050,P0092,SO01,BU4,R01,USD,377,1019.14,11.96,990.13,15.76,18.97,17.68,50.08,531.58
T0000769,O0000257,INV0000385,IL0000769,2025-09-08,2025-09-08,C00018,P0031,SO03,BU4,R01,USD,822,1220.34,83.96,1075.94,34.95,43.81,18.32,59.9,822.15
T0000770,O0000257,INV0000385,IL0000770,2026-11-06,2026-11-06,C00046,P0119,SO03,BU1,R03,USD,573,1070.54,47.65,1020.88,0.37,6.87,5.23,64.92,706.12
T0000771,O0000257,INV0000386,IL0000771,2025-08-19,2025-08-19,C00012,P0147,SO04,BU3,R02,USD,992,903.51,67.34,823.14,21.53,9.0,17.5,24.99,596.76
T0000772,O0000258,INV0000386,IL0000772,2026-08-09,2026-08-09,C00065,P0026,SO01,BU3,R01,USD,140,292.01,25.18,263.79,4.71,6.51,8.18,15.09,172.36
T0000773,O0000258,INV0000387,IL0000773,2026-06-27,2026-06-27,C00251,P0017,SO02,BU1,R02,USD,1113,2321.38,183.4,2122.87,8.64,96.14,89.67,26.85,1697.69
T0000774,O0000258,INV0000387,IL0000774,2026-09-06,2026-09-06,C00356,P0047,SO01,BU1,R02,USD,1146,1574.72,49.49,1514.68,1.85,49.81,41.11,27.22,794.59
T0000775,O0000259,INV0000388,IL0000775,2025-02-05,2025-02-05,C00044,P0032,SO02,BU1,R02,USD,621,714.58,38.9,629.46,9.07,37.15,0.0,41.69,403.14
T0000776,O0000259,INV0000388,IL0000776,2026-06-16,2026-06-16,C00464,P0076,SO03,BU2,R04,USD,921,509.68,25.0,474.69,4.78,25.53,20.32,16.97,331.15
T0000777,O0000259,INV0000389,IL0000777,2026-12-06,2026-12-06,C00051,P0012,SO03,BU4,R02,USD,85,57.99,1.74,53.15,1.45,3.05,1.4,1.34,31.34
T0000778,O0000260,INV0000389,IL0000778,2025-05-12,2025-05-12,C00374,P0109,SO03,BU3,R03,USD,1136,977.87,37.33,895.77,26.51,21.52,3.26,26.67,538.97
T0000779,O0000260,INV0000390,IL0000779,2026-12-13,2026-12-13,C00074,P0138,SO02,BU3,R01,USD,154,286.58,7.72,271.43,5.44,10.18,8.19,12.31,182.79
T0000780,O0000260,INV0000390,IL0000780,2026-06-08,2026-06-08,C00310,P0042,SO04,BU2,R03,USD,324,332.0,26.15,287.77,3.77,17.6,3.29,10.71,184.47
T0000781,O0000261,INV0000391,IL0000781,2026-12-02,2026-12-02,C00281,P0105,SO03,BU3,R01,USD,684,1292.28,46.89,1257.95,12.93,19.42,44.91,0.87,701.99
T0000782,O0000261,INV0000391,IL0000782,2026-01-22,2026-01-22,C00497,P0057,SO03,BU1,R01,USD,225,510.73,6.31,483.79,8.07,24.59,12.03,3.24,360.53
T0000783,O0000261,INV0000392,IL0000783,2025-12-24,2025-12-24,C00359,P0147,SO05,BU2,R04,USD,1139,1029.31,10.2,1030.59,1.48,18.0,30.96,58.15,546.14
T0000784,O0000262,INV0000392,IL0000784,2026-11-26,2026-11-26,C00496,P0137,SO03,BU2,R04,USD,834,1211.97,15.46,1169.47,0.35,34.23,7.54,31.01,624.63
T0000785,O0000262,INV0000393,IL0000785,2025-10-01,2025-10-01,C00028,P0095,SO03,BU4,R02,USD,866,1790.11,32.78,1661.72,52.96,78.61,35.96,49.76,997.5
T0000786,O0000262,INV0000393,IL0000786,2025-08-23,2025-08-23,C00157,P0023,SO05,BU2,R03,USD,842,1883.89,159.23,1698.93,35.87,7.95,18.09,68.42,953.66
T0000787,O0000263,INV0000394,IL0000787,2025-03-28,2025-03-28,C00381,P0074,SO03,BU2,R03,USD,1019,2382.73,2.55,2312.53,67.79,88.73,88.87,80.58,1234.73
T0000788,O0000263,INV0000394,IL0000788,2026-12-03,2026-12-03,C00347,P0137,SO04,BU4,R02,USD,840,182.36,3.47,177.37,4.55,0.07,3.1,4.28,114.82
T0000789,O0000263,INV0000395,IL0000789,2026-11-09,2026-11-09,C00487,P0136,SO05,BU4,R04,USD,96,172.96,16.68,148.01,3.5,8.39,3.62,0.78,93.92
T0000790,O0000264,INV0000395,IL0000790,2025-05-17,2025-05-17,C00264,P0091,SO02,BU2,R04,USD,875,1315.12,22.42,1265.71,38.26,24.45,35.72,75.38,937.53
T0000791,O0000264,INV0000396,IL0000791,2025-05-01,2025-05-01,C00149,P0077,SO01,BU4,R03,USD,611,541.9,0.12,539.8,10.26,11.73,20.01,36.24,401.09
T0000792,O0000264,INV0000396,IL0000792,2026-06-12,2026-06-12,C00423,P0010,SO05,BU3,R04,USD,1009,336.5,0.2,327.57,4.65,5.52,1.44,16.57,194.47
T0000793,O0000265,INV0000397,IL0000793,2026-02-16,2026-02-16,C00182,P0003,SO04,BU4,R03,USD,892,1332.47,11.29,1295.96,20.56,11.26,6.6,14.12,821.43
T0000794,O0000265,INV0000397,IL0000794,2026-11-04,2026-11-04,C00129,P0058,SO01,BU4,R01,USD,819,965.93,35.21,886.78,25.85,28.5,10.41,40.74,731.23
T0000795,O0000265,INV0000398,IL0000795,2026-03-26,2026-03-26,C00083,P0036,SO02,BU4,R02,USD,898,175.56,15.51,157.24,3.74,1.07,2.0,4.63,90.84
T0000796,O0000266,INV0000398,IL0000796,2025-12-06,2025-12-06,C00462,P0009,SO01,BU2,R03,USD,417,1130.99,108.54,1003.84,33.35,7.39,22.13,47.9,699.81
T0000797,O0000266,INV0000399,IL0000797,2025-05-11,2025-05-11,C00167,P0103,SO02,BU1,R04,USD,806,427.91,40.98,379.67,10.18,2.97,5.89,18.19,207.03
T0000798,O0000266,INV0000399,IL0000798,2025-02-23,2025-02-23,C00348,P0088,SO04,BU2,R02,USD,26,34.83,1.01,32.2,0.51,1.46,0.35,1.15,18.21
T0000799,O0000267,INV0000400,IL0000799,2025-09-13,2025-09-13,C00144,P0030,SO04,BU1,R04,USD,516,1010.9,43.38,913.8,14.37,43.52,4.17,39.09,691.99
T0000800,O0000267,INV0000400,IL0000800,2025-07-13,2025-07-13,C00438,P0039,SO03,BU4,R03,USD,256,136.5,0.52,127.27,4.06,6.98,2.33,0.81,89.08
T0000801,O0000267,INV0000401,IL0000801,2025-02-22,2025-02-22,C00195,P0105,SO02,BU1,R02,USD,637,1305.47,127.95,1141.44,8.69,30.59,3.2,4.13,782.73
T0000802,O0000268,INV0000401,IL0000802,2025-04-23,2025-04-23,C00138,P0094,SO04,BU1,R01,USD,728,1514.17,37.4,1421.0,40.66,15.14,0.03,31.99,1006.8
T0000803,O0000268,INV0000402,IL0000803,2025-10-20,2025-10-20,C00242,P0072,SO05,BU4,R01,USD,216,287.39,7.25,271.9,4.24,5.28,1.28,13.0,191.78
T0000804,O0000268,INV0000402,IL0000804,2025-05-14,2025-05-14,C00170,P0093,SO02,BU4,R01,USD,1093,1961.5,46.73,1842.33,16.24,63.04,6.84,81.19,999.94
T0000805,O0000269,INV0000403,IL0000805,2026-09-09,2026-09-09,C00062,P0011,SO04,BU3,R03,USD,400,278.04,12.39,257.31,0.82,14.4,6.88,8.54,156.93
T0000806,O0000269,INV0000403,IL0000806,2025-07-26,2025-07-26,C00274,P0040,SO02,BU2,R01,USD,271,187.5,10.32,173.12,1.42,9.04,6.4,11.82,137.61
T0000807,O0000269,INV0000404,IL0000807,2026-01-10,2026-01-10,C00230,P0031,SO04,BU2,R03,USD,148,217.43,11.39,191.82,6.21,9.46,1.45,12.99,121.06
T0000808,O0000270,INV0000404,IL0000808,2025-10-24,2025-10-24,C00024,P0145,SO02,BU2,R04,USD,399,860.92,34.22,801.27,17.68,41.21,33.46,42.11,453.14
T0000809,O0000270,INV0000405,IL0000809,2026-01-29,2026-01-29,C00288,P0100,SO03,BU1,R04,USD,566,414.6,0.15,393.99,7.11,13.5,0.15,14.14,306.81
T0000810,O0000270,INV0000405,IL0000810,2026-05-31,2026-05-31,C00363,P0135,SO04,BU1,R02,USD,631,1549.8,45.93,1495.12,12.48,10.15,13.88,30.54,975.44
T0000811,O0000271,INV0000406,IL0000811,2026-10-17,2026-10-17,C00076,P0072,SO05,BU1,R02,USD,563,1414.2,7.29,1300.24,41.58,76.97,11.88,59.04,724.82
T0000812,O0000271,INV0000406,IL0000812,2026-10-10,2026-10-10,C00310,P0095,SO01,BU3,R03,USD,180,487.26,43.07,454.26,3.86,3.58,17.51,31.33,274.12
T0000813,O0000271,INV0000407,IL0000813,2026-10-03,2026-10-03,C00418,P0003,SO02,BU4,R01,USD,459,977.85,27.35,967.86,7.51,0.84,25.71,63.62,707.02
T0000814,O0000272,INV0000407,IL0000814,2026-08-21,2026-08-21,C00055,P0098,SO04,BU1,R04,USD,1138,831.2,36.75,797.98,8.09,9.32,20.94,22.09,598.72
T0000815,O0000272,INV0000408,IL0000815,2026-04-02,2026-04-02,C00119,P0112,SO02,BU4,R04,USD,313,810.29,7.59,817.99,4.41,8.25,27.95,28.09,431.79
T0000816,O0000272,INV0000408,IL0000816,2025-07-04,2025-07-04,C00332,P0073,SO01,BU1,R02,USD,645,396.68,7.05,372.78,4.69,13.26,1.1,6.4,198.41
T0000817,O0000273,INV0000409,IL0000817,2026-10-23,2026-10-23,C00497,P0104,SO04,BU4,R01,USD,1088,594.7,44.63,555.73,0.21,3.26,9.13,0.53,303.78
T0000818,O0000273,INV0000409,IL0000818,2026-10-22,2026-10-22,C00479,P0012,SO05,BU1,R04,USD,518,1158.35,31.0,1093.25,32.62,38.2,36.72,60.58,559.06
T0000819,O0000273,INV0000410,IL0000819,2026-07-10,2026-07-10,C00377,P0087,SO03,BU3,R01,USD,424,233.92,17.77,202.28,6.26,10.49,2.88,3.45,143.65
T0000820,O0000274,INV0000410,IL0000820,2026-07-11,2026-07-11,C00355,P0069,SO03,BU2,R02,USD,262,61.99,0.28,62.55,1.01,0.35,2.2,0.01,36.96
T0000821,O0000274,INV0000411,IL0000821,2025-08-18,2025-08-18,C00013,P0059,SO04,BU2,R03,USD,799,458.23,30.03,409.99,3.11,22.15,7.05,23.61,333.4
T0000822,O0000274,INV0000411,IL0000822,2025-04-26,2025-04-26,C00252,P0044,SO04,BU4,R02,USD,469,211.8,20.24,183.12,2.27,7.17,1.0,11.79,156.42
T0000823,O0000275,INV0000412,IL0000823,2025-02-14,2025-02-14,C00310,P0039,SO01,BU2,R03,USD,887,1416.01,84.91,1328.33,28.86,11.7,37.79,76.02,799.25
T0000824,O0000275,INV0000412,IL0000824,2025-12-23,2025-12-23,C00449,P0027,SO04,BU1,R01,USD,1032,2009.1,187.43,1700.35,48.86,78.6,6.14,111.06,965.59
T0000825,O0000275,INV0000413,IL0000825,2025-06-02,2025-06-02,C00399,P0038,SO01,BU3,R04,USD,312,381.54,27.52,336.02,8.99,10.04,1.03,22.57,244.87
T0000826,O0000276,INV0000413,IL0000826,2025-10-13,2025-10-13,C00075,P0024,SO01,BU3,R02,USD,271,180.38,6.94,172.51,1.73,4.2,5.0,9.58,107.49
T0000827,O0000276,INV0000414,IL0000827,2025-12-08,2025-12-08,C00071,P0063,SO03,BU1,R04,USD,867,1427.69,76.92,1300.71,21.1,42.1,13.14,65.09,718.72
T0000828,O0000276,INV0000414,IL0000828,2026-06-24,2026-06-24,C00296,P0057,SO03,BU3,R04,USD,491,562.59,11.44,536.25,14.36,11.21,10.67,4.13,291.09
T0000829,O0000277,INV0000415,IL0000829,2025-12-24,2025-12-24,C00185,P0036,SO05,BU2,R01,USD,952,537.78,45.89,454.43,15.68,27.0,5.22,1.78,382.79
T0000830,O0000277,INV0000415,IL0000830,2025-05-22,2025-05-22,C00061,P0037,SO03,BU1,R03,USD,63,128.43,5.45,125.01,0.21,0.75,2.99,5.2,78.79
T0000831,O0000277,INV0000416,IL0000831,2025-06-11,2025-06-11,C00016,P0038,SO02,BU4,R04,USD,299,116.88,0.9,109.45,2.0,5.23,0.7,5.7,62.07
T0000832,O0000278,INV0000416,IL0000832,2026-06-25,2026-06-25,C00358,P0077,SO01,BU4,R03,USD,852,1797.04,79.78,1689.19,34.76,1.31,8.0,75.97,892.77
T0000833,O0000278,INV0000417,IL0000833,2026-09-11,2026-09-11,C00385,P0045,SO02,BU1,R01,USD,338,70.64,5.88,61.49,1.44,3.4,1.57,3.96,50.31
T0000834,O0000278,INV0000417,IL0000834,2026-05-29,2026-05-29,C00157,P0059,SO04,BU2,R03,USD,331,299.82,2.76,286.89,3.4,15.68,8.91,1.12,177.53
T0000835,O0000279,INV0000418,IL0000835,2026-02-06,2026-02-06,C00095,P0144,SO05,BU4,R04,USD,168,396.51,18.57,373.33,3.73,14.0,13.12,20.99,208.62
T0000836,O0000279,INV0000418,IL0000836,2026-10-25,2026-10-25,C00218,P0050,SO04,BU1,R01,USD,232,106.42,3.86,99.13,2.49,1.96,1.02,0.74,55.93
T0000837,O0000279,INV0000419,IL0000837,2025-08-05,2025-08-05,C00306,P0003,SO05,BU2,R01,USD,394,651.28,41.58,624.87,0.63,9.64,25.44,24.66,415.61
T0000838,O0000280,INV0000419,IL0000838,2026-05-11,2026-05-11,C00024,P0013,SO01,BU3,R04,USD,200,539.84,0.46,533.82,5.78,8.38,8.6,28.09,288.58
T0000839,O0000280,INV0000420,IL0000839,2025-12-31,2025-12-31,C00499,P0034,SO04,BU4,R02,USD,688,872.04,64.66,771.25,2.64,38.73,5.24,20.63,561.95
T0000840,O0000280,INV0000420,IL0000840,2026-08-24,2026-08-24,C00445,P0010,SO05,BU2,R03,USD,340,198.76,9.2,188.97,5.28,1.02,5.71,10.68,144.62
T0000841,O0000281,INV0000421,IL0000841,2026-11-01,2026-11-01,C00073,P0042,SO02,BU1,R01,USD,1067,3018.97,183.78,2714.21,47.39,127.63,54.04,55.26,1560.01
T0000842,O0000281,INV0000421,IL0000842,2026-10-01,2026-10-01,C00439,P0111,SO02,BU2,R04,USD,803,657.18,65.52,559.97,11.96,34.63,14.9,3.82,498.43
T0000843,O0000281,INV0000422,IL0000843,2025-01-16,2025-01-16,C00074,P0080,SO03,BU2,R01,USD,188,284.27,12.93,266.05,1.45,4.62,0.78,6.58,182.34
T0000844,O0000282,INV0000422,IL0000844,2025-03-14,2025-03-14,C00092,P0118,SO04,BU1,R02,USD,979,2733.96,208.64,2452.88,36.26,138.96,102.78,83.83,2056.13
T0000845,O0000282,INV0000423,IL0000845,2026-01-08,2026-01-08,C00440,P0074,SO03,BU1,R04,USD,847,2090.57,191.73,1919.23,8.09,42.17,70.65,50.2,1560.76
T0000846,O0000282,INV0000423,IL0000846,2026-11-30,2026-11-30,C00212,P0130,SO05,BU3,R02,USD,548,1382.44,137.03,1172.48,1.77,74.32,3.16,57.43,969.6
T0000847,O0000283,INV0000424,IL0000847,2026-07-29,2026-07-29,C00005,P0040,SO04,BU4,R03,USD,605,715.96,40.82,673.05,18.34,8.78,25.03,16.44,477.8
T0000848,O0000283,INV0000424,IL0000848,2026-04-25,2026-04-25,C00329,P0137,SO05,BU3,R01,USD,233,95.32,6.98,83.81,2.62,4.84,2.93,1.93,51.08
T0000849,O0000283,INV0000425,IL0000849,2025-11-21,2025-11-21,C00176,P0125,SO02,BU3,R04,USD,985,478.02,21.73,426.31,7.82,24.94,2.78,16.96,258.02
T0000850,O0000284,INV0000425,IL0000850,2026-09-08,2026-09-08,C00397,P0098,SO02,BU2,R03,USD,750,1716.08,167.93,1518.77,10.99,19.96,1.57,44.96,1188.24
T0000851,O0000284,INV0000426,IL0000851,2025-09-16,2025-09-16,C00326,P0046,SO03,BU3,R03,USD,300,109.47,4.43,103.59,0.98,4.29,3.82,4.86,68.63
T0000852,O0000284,INV0000426,IL0000852,2025-09-23,2025-09-23,C00095,P0014,SO03,BU3,R04,USD,887,969.67,73.03,889.48,4.79,18.63,16.26,42.89,594.54
T0000853,O0000285,INV0000427,IL0000853,2025-06-14,2025-06-14,C00495,P0112,SO02,BU4,R04,USD,1178,1435.98,1.43,1358.13,33.73,47.16,4.47,58.61,957.84
T0000854,O0000285,INV0000427,IL0000854,2025-11-28,2025-11-28,C00341,P0082,SO01,BU1,R03,USD,318,818.44,76.43,741.44,12.26,14.24,25.93,13.64,547.29
T0000855,O0000285,INV0000428,IL0000855,2025-01-04,2025-01-04,C00231,P0033,SO05,BU3,R04,USD,1194,525.6,11.49,498.0,15.44,12.15,11.48,13.16,276.73
T0000856,O0000286,INV0000428,IL0000856,2025-12-23,2025-12-23,C00108,P0049,SO04,BU3,R02,USD,39,45.58,1.66,44.23,0.41,0.77,1.49,1.55,23.47
T0000857,O0000286,INV0000429,IL0000857,2026-04-12,2026-04-12,C00212,P0106,SO02,BU4,R02,USD,731,1748.04,74.44,1655.0,51.08,32.29,64.77,43.23,1063.63
T0000858,O0000286,INV0000429,IL0000858,2026-07-21,2026-07-21,C00305,P0042,SO03,BU2,R01,USD,902,1081.32,91.38,953.83,22.34,26.02,12.25,61.77,706.86
T0000859,O0000287,INV0000430,IL0000859,2025-04-12,2025-04-12,C00045,P0027,SO03,BU3,R03,USD,43,78.49,3.23,73.75,1.17,3.25,2.91,2.29,39.87
T0000860,O0000287,INV0000430,IL0000860,2026-08-19,2026-08-19,C00413,P0009,SO05,BU2,R03,USD,871,649.5,50.46,606.45,10.75,4.09,22.25,14.88,484.63
T0000861,O0000287,INV0000431,IL0000861,2026-04-21,2026-04-21,C00212,P0102,SO01,BU1,R02,USD,777,1762.62,89.46,1616.82,14.15,63.86,21.67,102.92,1291.56
T0000862,O0000288,INV0000431,IL0000862,2026-11-21,2026-11-21,C00124,P0002,SO04,BU2,R02,USD,76,16.83,0.26,16.17,0.19,0.76,0.55,0.38,10.91
T0000863,O0000288,INV0000432,IL0000863,2026-08-09,2026-08-09,C00221,P0062,SO03,BU2,R03,USD,811,563.16,36.29,501.07,14.0,24.82,13.02,22.32,290.64
T0000864,O0000288,INV0000432,IL0000864,2025-06-27,2025-06-27,C00207,P0082,SO02,BU1,R04,USD,334,450.2,4.48,433.78,10.82,12.49,11.37,25.6,314.96
T0000865,O0000289,INV0000433,IL0000865,2026-10-05,2026-10-05,C00470,P0067,SO03,BU2,R03,USD,335,908.86,18.52,888.79,2.54,21.87,22.86,1.73,587.23
T0000866,O0000289,INV0000433,IL0000866,2026-12-26,2026-12-26,C00279,P0021,SO04,BU3,R04,USD,793,196.27,14.41,175.32,5.79,6.85,6.1,8.01,104.46
T0000867,O0000289,INV0000434,IL0000867,2025-08-16,2025-08-16,C00153,P0050,SO03,BU2,R01,USD,512,1085.08,87.58,971.89,12.31,15.55,2.25,9.78,546.04
T0000868,O0000290,INV0000434,IL0000868,2025-01-24,2025-01-24,C00327,P0149,SO04,BU4,R04,USD,237,333.2,19.86,319.01,1.07,5.18,11.92,11.04,168.59
T0000869,O0000290,INV0000435,IL0000869,2026-01-06,2026-01-06,C00468,P0054,SO03,BU1,R02,USD,216,322.08,0.71,304.65,0.71,16.99,0.98,8.0,216.58
T0000870,O0000290,INV0000435,IL0000870,2025-11-18,2025-11-18,C00325,P0116,SO01,BU2,R03,USD,378,369.57,33.4,328.67,7.31,12.83,12.64,7.89,189.52
T0000871,O0000291,INV0000436,IL0000871,2025-12-22,2025-12-22,C00248,P0140,SO01,BU1,R04,USD,334,525.42,13.37,503.87,1.92,17.52,11.26,26.84,328.41
T0000872,O0000291,INV0000436,IL0000872,2025-08-10,2025-08-10,C00444,P0094,SO04,BU4,R02,USD,454,117.5,1.63,111.7,0.29,4.47,0.59,1.56,65.4
T0000873,O0000291,INV0000437,IL0000873,2025-04-05,2025-04-05,C00179,P0142,SO05,BU2,R02,USD,966,2095.93,103.92,1929.87,32.23,46.1,16.19,92.82,1107.55
T0000874,O0000292,INV0000437,IL0000874,2025-10-15,2025-10-15,C00493,P0101,SO04,BU4,R03,USD,648,403.25,8.3,383.8,8.74,9.61,7.2,7.3,260.89
T0000875,O0000292,INV0000438,IL0000875,2025-11-23,2025-11-23,C00319,P0028,SO05,BU4,R04,USD,794,1053.08,59.72,947.61,11.81,36.65,2.71,2.24,554.79
T0000876,O0000292,INV0000438,IL0000876,2026-06-08,2026-06-08,C00130,P0105,SO05,BU2,R01,USD,1096,1228.07,3.68,1234.81,6.63,21.8,38.85,6.28,712.49
T0000877,O0000293,INV0000439,IL0000877,2026-11-04,2026-11-04,C00191,P0096,SO05,BU1,R04,USD,653,330.81,10.54,320.34,0.11,5.98,6.16,20.15,232.45
T0000878,O0000293,INV0000439,IL0000878,2026-07-30,2026-07-30,C00034,P0099,SO05,BU2,R01,USD,444,704.98,7.26,693.18,5.88,23.57,24.91,3.63,508.13
T0000879,O0000293,INV0000440,IL0000879,2026-10-24,2026-10-24,C00216,P0112,SO01,BU3,R04,USD,665,471.55,2.34,466.19,6.99,1.21,5.18,14.78,242.09
T0000880,O0000294,INV0000440,IL0000880,2026-09-08,2026-09-08,C00168,P0099,SO03,BU4,R04,USD,1190,281.79,0.5,265.8,6.62,8.92,0.05,2.44,171.69
T0000881,O0000294,INV0000441,IL0000881,2026-02-17,2026-02-17,C00019,P0137,SO02,BU1,R02,USD,90,97.27,0.16,92.91,1.37,4.44,1.61,2.06,54.89
T0000882,O0000294,INV0000441,IL0000882,2025-12-21,2025-12-21,C00205,P0021,SO03,BU2,R03,USD,651,975.52,4.59,928.66,8.73,52.79,19.25,59.19,643.36
T0000883,O0000295,INV0000442,IL0000883,2026-01-18,2026-01-18,C00481,P0027,SO01,BU1,R01,USD,468,144.0,0.15,144.8,0.45,2.56,3.96,1.73,86.69
T0000884,O0000295,INV0000442,IL0000884,2025-07-15,2025-07-15,C00371,P0095,SO03,BU2,R02,USD,20,53.48,4.64,46.35,0.42,2.31,0.24,0.24,39.85
T0000885,O0000295,INV0000443,IL0000885,2025-12-04,2025-12-04,C00353,P0098,SO04,BU1,R01,USD,358,948.49,55.34,878.7,3.41,16.66,5.62,52.29,610.41
T0000886,O0000296,INV0000443,IL0000886,2026-02-28,2026-02-28,C00327,P0115,SO04,BU4,R04,USD,1078,1712.62,98.97,1509.75,33.98,91.97,22.05,23.87,1172.53
T0000887,O0000296,INV0000444,IL0000887,2025-09-28,2025-09-28,C00393,P0076,SO03,BU3,R01,USD,732,1223.32,106.78,1052.94,24.2,49.47,10.07,71.62,613.92
T0000888,O0000296,INV0000444,IL0000888,2025-03-03,2025-03-03,C00109,P0004,SO02,BU3,R03,USD,968,2289.71,43.03,2267.31,7.18,26.28,54.09,136.25,1437.34
T0000889,O0000297,INV0000445,IL0000889,2025-11-16,2025-11-16,C00363,P0117,SO05,BU1,R02,USD,1043,481.97,6.27,460.95,13.25,10.22,8.72,6.55,315.08
T0000890,O0000297,INV0000445,IL0000890,2026-02-14,2026-02-14,C00097,P0018,SO04,BU1,R01,USD,876,541.72,16.64,494.81,14.14,19.32,3.19,25.81,392.93
T0000891,O0000297,INV0000446,IL0000891,2025-09-04,2025-09-04,C00009,P0118,SO01,BU2,R01,USD,556,142.5,9.43,134.33,1.94,2.08,5.28,4.06,71.75
T0000892,O0000298,INV0000446,IL0000892,2025-06-04,2025-06-04,C00204,P0129,SO04,BU2,R02,USD,1050,1124.65,49.64,1076.7,12.48,3.04,17.21,14.62,832.07
T0000893,O0000298,INV0000447,IL0000893,2025-07-13,2025-07-13,C00207,P0046,SO05,BU4,R04,USD,575,916.49,45.24,848.68,11.92,34.34,23.69,13.04,686.0
T0000894,O0000298,INV0000447,IL0000894,2025-02-24,2025-02-24,C00459,P0010,SO04,BU3,R02,USD,555,453.71,24.14,416.5,3.75,22.02,12.7,11.45,269.18
T0000895,O0000299,INV0000448,IL0000895,2025-08-14,2025-08-14,C00376,P0069,SO01,BU4,R04,USD,431,274.37,5.59,256.05,5.24,10.65,3.16,3.32,131.94
T0000896,O0000299,INV0000448,IL0000896,2026-12-19,2026-12-19,C00319,P0123,SO05,BU2,R04,USD,498,315.98,21.53,292.85,1.58,5.77,5.75,13.65,236.8
T0000897,O0000299,INV0000449,IL0000897,2026-03-15,2026-03-15,C00172,P0006,SO01,BU2,R02,USD,550,1393.15,23.78,1356.47,31.77,0.75,19.62,0.1,853.54
T0000898,O0000300,INV0000449,IL0000898,2025-09-11,2025-09-11,C00242,P0029,SO02,BU2,R01,USD,45,76.26,7.55,65.11,1.91,2.2,0.51,0.43,39.73
T0000899,O0000300,INV0000450,IL0000899,2025-11-08,2025-11-08,C00412,P0086,SO05,BU3,R02,USD,1014,2171.99,214.98,1913.77,16.77,58.12,31.65,47.24,1050.8
T0000900,O0000300,INV0000450,IL0000900,2026-12-29,2026-12-29,C00171,P0133,SO05,BU4,R02,USD,1001,481.58,33.03,456.33,10.52,0.55,18.85,21.06,346.62
T0000901,O0000301,INV0000451,IL0000901,2025-05-26,2025-05-26,C00183,P0128,SO01,BU1,R04,USD,510,878.27,61.11,798.98,11.35,9.97,3.14,21.13,647.97
T0000902,O0000301,INV0000451,IL0000902,2025-04-21,2025-04-21,C00495,P0071,SO03,BU2,R04,USD,930,2619.07,229.45,2281.29,13.75,131.13,36.55,94.08,1500.03
T0000903,O0000301,INV0000452,IL0000903,2025-10-10,2025-10-10,C00159,P0049,SO02,BU2,R04,USD,1196,1876.05,64.4,1766.61,34.46,44.73,34.15,97.98,1409.07
T0000904,O0000302,INV0000452,IL0000904,2025-10-23,2025-10-23,C00057,P0003,SO01,BU4,R01,USD,311,443.21,6.66,420.27,12.85,15.21,11.78,8.48,250.42
T0000905,O0000302,INV0000453,IL0000905,2025-10-29,2025-10-29,C00008,P0117,SO02,BU2,R04,USD,455,425.74,25.25,399.98,0.68,7.16,7.33,0.02,283.06
T0000906,O0000302,INV0000453,IL0000906,2025-09-15,2025-09-15,C00071,P0090,SO05,BU2,R04,USD,1038,2030.74,156.14,1877.53,9.45,9.61,21.99,25.86,1541.04
T0000907,O0000303,INV0000454,IL0000907,2026-08-23,2026-08-23,C00471,P0021,SO05,BU2,R04,USD,458,121.74,11.36,106.81,0.91,4.54,1.88,6.76,72.04
T0000908,O0000303,INV0000454,IL0000908,2025-09-25,2025-09-25,C00472,P0078,SO05,BU4,R04,USD,646,415.18,18.09,370.12,10.91,18.37,2.31,6.48,288.53
T0000909,O0000303,INV0000455,IL0000909,2026-03-03,2026-03-03,C00284,P0052,SO05,BU2,R02,USD,634,258.99,14.68,235.54,4.88,7.78,3.89,7.2,187.83
T0000910,O0000304,INV0000455,IL0000910,2025-05-22,2025-05-22,C00270,P0114,SO01,BU3,R03,USD,1041,2785.82,198.52,2529.49,39.14,65.53,46.86,4.9,1657.21
T0000911,O0000304,INV0000456,IL0000911,2026-07-27,2026-07-27,C00014,P0108,SO03,BU3,R03,USD,297,541.31,16.37,508.51,3.94,15.25,2.76,20.13,342.17
T0000912,O0000304,INV0000456,IL0000912,2025-10-28,2025-10-28,C00028,P0101,SO05,BU1,R02,USD,835,1644.2,76.09,1538.82,37.64,46.84,55.19,29.1,828.19
